-18.175000,-139.650000
-28.272222,-155.166667
-38.369444,-170.683333
-48.466667,-186.200000
-58.563889,-201.716667
-68.661111,-217.233333
-78.758333,-232.750000
-88.855556,-248.266667
-98.952778,-263.783333
-109.050000,-279.300000
-18.175000,-139.650000
-12.116667,-155.166667
-6.058333,-170.683333
0.000000,-186.200000
6.058333,-201.716667
12.116667,-217.233333
18.175000,-232.750000
24.233333,-248.266667
30.291667,-263.783333
36.350000,-279.300000
36.350000,-279.300000
26.252778,-294.816667
16.155556,-310.333333
6.058333,-325.850000
-4.038889,-341.366667
-14.136111,-356.883333
-24.233333,-372.400000
-34.330556,-387.916667
-44.427778,-403.433333
-54.525000,-418.950000
-54.525000,-418.950000
-60.583333,-403.433333
-66.641667,-387.916667
-72.700000,-372.400000
-78.758333,-356.883333
-84.816667,-341.366667
-90.875000,-325.850000
-96.933333,-310.333333
-102.991667,-294.816667
-109.050000,-279.300000
