-44.850000,-141.225000
-29.900000,-156.916667
-14.950000,-172.608333
0.000000,-188.300000
14.950000,-203.991667
29.900000,-219.683333
44.850000,-235.375000
59.800000,-251.066667
74.750000,-266.758333
89.700000,-282.450000
64.783333,-298.141667
39.866667,-313.833333
14.950000,-329.525000
-9.966667,-345.216667
-34.883333,-360.908333
-59.800000,-376.600000
-84.716667,-392.291667
-109.633333,-407.983333
-134.550000,-423.675000
-149.500000,-407.983333
-164.450000,-392.291667
-179.400000,-376.600000
-194.350000,-360.908333
-209.300000,-345.216667
-224.250000,-329.525000
-239.200000,-313.833333
-254.150000,-298.141667
-269.100000,-282.450000
-244.183333,-266.758333
-219.266667,-251.066667
-194.350000,-235.375000
-169.433333,-219.683333
-144.516667,-203.991667
-119.600000,-188.300000
-94.683333,-172.608333
-69.766667,-156.916667
-54.816667,-172.608333
-39.866667,-188.300000
-24.916667,-203.991667
-9.966667,-219.683333
4.983333,-235.375000
19.933333,-251.066667
34.883333,-266.758333
49.833333,-282.450000
24.916667,-298.141667
0.000000,-313.833333
-24.916667,-329.525000
-49.833333,-345.216667
-74.750000,-360.908333
-99.666667,-376.600000
-124.583333,-392.291667
-139.533333,-376.600000
-154.483333,-360.908333
-169.433333,-345.216667
-184.383333,-329.525000
-199.333333,-313.833333
-214.283333,-298.141667
-229.233333,-282.450000
-204.316667,-266.758333
-179.400000,-251.066667
-154.483333,-235.375000
-129.566667,-219.683333
-104.650000,-203.991667
-79.733333,-188.300000
-64.783333,-203.991667
-49.833333,-219.683333
-34.883333,-235.375000
-19.933333,-251.066667
-4.983333,-266.758333
9.966667,-282.450000
-14.950000,-298.141667
-39.866667,-313.833333
-64.783333,-329.525000
-89.700000,-345.216667
-114.616667,-360.908333
-129.566667,-345.216667
-144.516667,-329.525000
-159.466667,-313.833333
-174.416667,-298.141667
-189.366667,-282.450000
-164.450000,-266.758333
-139.533333,-251.066667
-114.616667,-235.375000
-89.700000,-219.683333
-74.750000,-235.375000
-59.800000,-251.066667
-44.850000,-266.758333
-29.900000,-282.450000
-54.816667,-298.141667
-79.733333,-313.833333
-104.650000,-329.525000
-119.600000,-313.833333
-134.550000,-298.141667
-149.500000,-282.450000
-124.583333,-266.758333
-99.666667,-251.066667
-84.716667,-266.758333
-69.766667,-282.450000
-94.683333,-298.141667
-109.633333,-282.450000
