-44.850000,-141.225000
-69.766667,-156.916667
-94.683333,-172.608333
-119.600000,-188.300000
-144.516667,-203.991667
-169.433333,-219.683333
-194.350000,-235.375000
-219.266667,-251.066667
-244.183333,-266.758333
-269.100000,-282.450000
-44.850000,-141.225000
-29.900000,-156.916667
-14.950000,-172.608333
0.000000,-188.300000
14.950000,-203.991667
29.900000,-219.683333
44.850000,-235.375000
59.800000,-251.066667
74.750000,-266.758333
89.700000,-282.450000
89.700000,-282.450000
64.783333,-298.141667
39.866667,-313.833333
14.950000,-329.525000
-9.966667,-345.216667
-34.883333,-360.908333
-59.800000,-376.600000
-84.716667,-392.291667
-109.633333,-407.983333
-134.550000,-423.675000
-134.550000,-423.675000
-149.500000,-407.983333
-164.450000,-392.291667
-179.400000,-376.600000
-194.350000,-360.908333
-209.300000,-345.216667
-224.250000,-329.525000
-239.200000,-313.833333
-254.150000,-298.141667
-269.100000,-282.450000
